transactionid,amount,customerid,timestamp,merchantid,transactionamount,anomalyscore,name,age,address,accountbalance,lastlogin,suspiciousflag,merchantname,location,category,isfraud
143,86.47644806653052,1150,2022-01-06 22:00:00,2573,73.01484256366689,0.0083915576541542,Customer 1150,52,Address 1150,7476.989180248455,2022-05-30,0,Merchant 2573,Location 2573,Online,0
144,44.586046124582026,1087,2022-01-06 23:00:00,2954,70.58921223632976,0.2643047451700305,Customer 1087,28,Address 1087,2934.8098384758123,2022-03-28,0,Merchant 2954,Location 2954,Online,0
145,45.94470335816509,1129,2022-01-07 00:00:00,2936,18.760393793572423,0.7695243691162444,Customer 1129,39,Address 1129,4396.07692646077,2022-05-09,0,Merchant 2936,Location 2936,Online,0
146,86.17240478756997,1234,2022-01-07 01:00:00,2011,33.87159912261558,0.0963849867089952,Customer 1234,18,Address 1234,6737.496077516889,2022-08-22,0,Merchant 2011,Location 2011,Food,0
147,19.688496513147165,1112,2022-01-07 02:00:00,2504,93.62801307167632,0.5907825622817242,Customer 1112,57,Address 1112,9784.73655418159,2022-04-22,0,Merchant 2504,Location 2504,Travel,0
148,79.52197137501955,1066,2022-01-07 03:00:00,2369,78.51656294055846,0.5996910725465628,Customer 1066,64,Address 1066,8979.728844071804,2022-03-07,0,Merchant 2369,Location 2369,Online,0
149,10.863844969173988,1598,2022-01-07 04:00:00,2751,13.740115016215762,0.0769873880028959,Customer 1598,29,Address 1598,6550.0624142822835,2023-08-21,0,Merchant 2751,Location 2751,Travel,1
150,15.24013555293646,1117,2022-01-07 05:00:00,2684,35.76256757704117,0.9827270365132578,Customer 1117,52,Address 1117,7288.036637655037,2022-04-27,0,Merchant 2684,Location 2684,Other,0
151,46.265651867845264,1311,2022-01-07 06:00:00,2920,91.20674786727866,0.6983944973107784,Customer 1311,25,Address 1311,9253.478916937507,2022-11-07,0,Merchant 2920,Location 2920,Retail,0
152,10.64214063364256,1998,2022-01-07 07:00:00,2953,67.72998285604584,0.7864850345761688,Customer 1998,25,Address 1998,9148.652758711904,2024-09-24,0,Merchant 2953,Location 2953,Travel,0
153,40.52631372440093,1123,2022-01-07 08:00:00,2514,23.84789057823815,0.8608939744740778,Customer 1123,34,Address 1123,7347.086686903932,2022-05-03,0,Merchant 2514,Location 2514,Online,0
154,55.74925986254664,1098,2022-01-07 09:00:00,2480,23.19675309370517,0.0363253594047917,Customer 1098,61,Address 1098,6405.360523608859,2022-04-08,0,Merchant 2480,Location 2480,Online,0
155,80.68702881549353,1836,2022-01-07 10:00:00,2598,55.12309145953811,0.152484889271127,Customer 1836,47,Address 1836,4018.773274033155,2024-04-15,0,Merchant 2598,Location 2598,Retail,0
156,58.781053401243035,1126,2022-01-07 11:00:00,2245,92.42444949008308,0.195162305471047,Customer 1126,27,Address 1126,7080.103438619933,2022-05-06,0,Merchant 2245,Location 2245,Retail,0
157,93.21260497318085,1105,2022-01-07 12:00:00,2068,60.54514510210061,0.7535838037722454,Customer 1105,37,Address 1105,7588.2826264097375,2022-04-15,0,Merchant 2068,Location 2068,Online,0
158,48.93431687421971,1634,2022-01-07 13:00:00,2454,58.13885000694888,0.0013112357995281,Customer 1634,44,Address 1634,5302.392311164256,2023-09-26,0,Merchant 2454,Location 2454,Food,0
159,75.84896970201633,1768,2022-01-07 14:00:00,2225,49.28997754079705,0.0686108170259279,Customer 1768,35,Address 1768,1824.800520598792,2024-02-07,0,Merchant 2225,Location 2225,Other,0
160,99.24329385724016,1271,2022-01-07 15:00:00,2783,20.433902723174075,0.799903050684708,Customer 1271,23,Address 1271,9084.791658545855,2022-09-28,0,Merchant 2783,Location 2783,Food,1
161,97.62385249068704,1935,2022-01-07 16:00:00,2752,34.28799621000191,0.8128326048241296,Customer 1935,35,Address 1935,4805.27779551589,2024-07-23,0,Merchant 2752,Location 2752,Travel,0
162,68.36222224178091,1666,2022-01-07 17:00:00,2583,93.90980107812352,0.1303453119881498,Customer 1666,36,Address 1666,9674.062164262285,2023-10-28,0,Merchant 2583,Location 2583,Retail,1
163,52.7405583765616,1495,2022-01-07 18:00:00,2370,62.2966821251412,0.8961648984302398,Customer 1495,20,Address 1495,1236.384945903017,2023-05-10,0,Merchant 2370,Location 2370,Online,0
164,88.75728850172628,1982,2022-01-07 19:00:00,2025,21.200385624323307,0.3292528457660703,Customer 1982,46,Address 1982,4575.5224712194395,2024-09-08,0,Merchant 2025,Location 2025,Other,0
165,70.65807372432405,1127,2022-01-07 20:00:00,2998,39.62416222970549,0.063965262052487,Customer 1127,39,Address 1127,4843.2904163743615,2022-05-07,0,Merchant 2998,Location 2998,Food,0
166,16.560396381973245,1437,2022-01-07 21:00:00,2081,94.98701866123818,0.1729678782624287,Customer 1437,19,Address 1437,3712.1659095755263,2023-03-13,0,Merchant 2081,Location 2081,Travel,0
167,36.87248196812679,1145,2022-01-07 22:00:00,2229,70.949036627234,0.9579481005143656,Customer 1145,56,Address 1145,9855.674627837716,2022-05-25,0,Merchant 2229,Location 2229,Travel,0
168,37.97774880715161,1477,2022-01-07 23:00:00,2711,65.07165073329853,0.8398890363857324,Customer 1477,31,Address 1477,4219.355106273666,2023-04-22,0,Merchant 2711,Location 2711,Online,0
169,37.40762141397819,1727,2022-01-08 00:00:00,2853,87.84367671643805,0.6381432315674004,Customer 1727,25,Address 1727,7941.847202444381,2023-12-28,0,Merchant 2853,Location 2853,Other,0
170,27.459895442013668,1365,2022-01-08 01:00:00,2514,96.1462465106588,0.4297705660959885,Customer 1365,49,Address 1365,2249.6838410311507,2022-12-31,1,Merchant 2514,Location 2514,Other,0
171,16.468824479692067,1239,2022-01-08 02:00:00,2201,91.1933076822215,0.4491231704158719,Customer 1239,40,Address 1239,8704.182255178053,2022-08-27,0,Merchant 2201,Location 2201,Retail,0
172,95.81318706963296,1422,2022-01-08 03:00:00,2818,98.62431306543851,0.4188655842737862,Customer 1422,32,Address 1422,6987.997844391333,2023-02-26,0,Merchant 2818,Location 2818,Travel,0
173,63.47667766306569,1089,2022-01-08 04:00:00,2200,69.26898129140069,0.9566960542981932,Customer 1089,50,Address 1089,6121.739350549565,2022-03-30,0,Merchant 2200,Location 2200,Online,0
174,97.0655205171012,1407,2022-01-08 05:00:00,2898,38.39751063654201,0.7962993717062002,Customer 1407,32,Address 1407,8827.782392877409,2023-02-11,0,Merchant 2898,Location 2898,Retail,1
175,13.592210306686386,1233,2022-01-08 06:00:00,2298,72.0767151531791,0.3578208959090809,Customer 1233,28,Address 1233,8198.17833915617,2022-08-21,0,Merchant 2298,Location 2298,Online,0
176,18.04295485910775,1474,2022-01-08 07:00:00,2144,23.16580918170286,0.3581691063319129,Customer 1474,37,Address 1474,8007.840813445351,2023-04-19,0,Merchant 2144,Location 2144,Online,0
177,57.400809663920754,1059,2022-01-08 08:00:00,2372,96.99742620925753,0.3663305510153918,Customer 1059,42,Address 1059,4450.429068562766,2022-02-28,0,Merchant 2372,Location 2372,Other,0
178,91.89645670792092,1596,2022-01-08 09:00:00,2196,75.17795368204465,0.4797418085390359,Customer 1596,62,Address 1596,7604.03581291833,2023-08-19,0,Merchant 2196,Location 2196,Online,0
179,67.30165835468443,1800,2022-01-08 10:00:00,2981,71.27729966536388,0.8059953499461918,Customer 1800,58,Address 1800,6631.372808065945,2024-03-10,0,Merchant 2981,Location 2981,Food,0
180,79.45616782324659,1117,2022-01-08 11:00:00,2229,73.50579664763814,0.4466950064139259,Customer 1117,52,Address 1117,7288.036637655037,2022-04-27,0,Merchant 2229,Location 2229,Food,0
181,74.59376570121384,1548,2022-01-08 12:00:00,2078,95.81512850727324,0.1480582852993029,Customer 1548,29,Address 1548,4483.156300402189,2023-07-02,0,Merchant 2078,Location 2078,Other,0
182,90.0500458660583,1084,2022-01-08 13:00:00,2220,18.852697182192355,0.7304494846487675,Customer 1084,60,Address 1084,2169.4259351690243,2022-03-25,0,Merchant 2220,Location 2220,Travel,0
183,71.65549550773102,1591,2022-01-08 14:00:00,2671,13.294878186725366,0.966645463514096,Customer 1591,36,Address 1591,7962.41027548533,2023-08-14,0,Merchant 2671,Location 2671,Online,0
184,76.74484865313467,1107,2022-01-08 15:00:00,2507,70.84194087334146,0.9345265989340056,Customer 1107,60,Address 1107,6166.294345881851,2022-04-17,0,Merchant 2507,Location 2507,Retail,0
185,30.73140745162662,1449,2022-01-08 16:00:00,2166,29.797542175411586,0.8713778981354636,Customer 1449,64,Address 1449,3495.320360122715,2023-03-25,0,Merchant 2166,Location 2166,Online,0
186,13.94613717842646,1997,2022-01-08 17:00:00,2528,10.976063792987292,0.0887224891439055,Customer 1997,58,Address 1997,9255.451757215444,2024-09-23,0,Merchant 2528,Location 2528,Online,0
187,86.27614397676666,1825,2022-01-08 18:00:00,2366,30.62781389727033,0.3804867275873326,Customer 1825,54,Address 1825,4886.010824613629,2024-04-04,0,Merchant 2366,Location 2366,Retail,0
188,39.15191297159039,1609,2022-01-08 19:00:00,2348,86.27039905960704,0.5997076288705414,Customer 1609,29,Address 1609,7085.442721000245,2023-09-01,0,Merchant 2348,Location 2348,Other,0
189,63.75541221221678,1439,2022-01-08 20:00:00,2163,90.69366945616191,0.0525841195764624,Customer 1439,47,Address 1439,8557.608088738338,2023-03-15,0,Merchant 2163,Location 2163,Food,0
190,13.936656978315106,1122,2022-01-08 21:00:00,2778,97.45799845652886,0.1324130798457156,Customer 1122,54,Address 1122,4998.111232701779,2022-05-02,0,Merchant 2778,Location 2778,Travel,0
191,39.27911887178642,1542,2022-01-08 22:00:00,2360,94.26044567659616,0.28161699231222,Customer 1542,63,Address 1542,6808.655941809088,2023-06-26,0,Merchant 2360,Location 2360,Retail,0
192,61.29285089639624,1024,2022-01-08 23:00:00,2940,65.20547785019431,0.0361401268487941,Customer 1024,40,Address 1024,1795.3282266181373,2022-01-24,0,Merchant 2940,Location 2940,Retail,0
193,61.5850254830433,1804,2022-01-09 00:00:00,2926,58.92672040602855,0.9644991055160976,Customer 1804,24,Address 1804,8924.92531736286,2024-03-14,0,Merchant 2926,Location 2926,Food,0
194,25.807626781009994,1394,2022-01-09 01:00:00,2176,81.998406792034,0.1764083665963066,Customer 1394,31,Address 1394,1417.6911109990574,2023-01-29,0,Merchant 2176,Location 2176,Travel,0
195,60.1627950076116,1377,2022-01-09 02:00:00,2901,46.79083873431522,0.829296851161239,Customer 1377,46,Address 1377,7515.21069536373,2023-01-12,0,Merchant 2901,Location 2901,Food,0
196,73.95115480743799,1860,2022-01-09 03:00:00,2208,11.414754823886248,0.1556446845128487,Customer 1860,21,Address 1860,2424.4503173941575,2024-05-09,0,Merchant 2208,Location 2208,Travel,0
197,41.600666147750765,1022,2022-01-09 04:00:00,2125,39.746571370799046,0.7831297143194322,Customer 1022,55,Address 1022,4265.273573478986,2022-01-22,0,Merchant 2125,Location 2125,Retail,0
198,77.50218977872183,1599,2022-01-09 05:00:00,2162,69.42652625711786,0.4507371718071249,Customer 1599,18,Address 1599,8662.854278923118,2023-08-22,1,Merchant 2162,Location 2162,Online,0
199,60.700759795200256,1281,2022-01-09 06:00:00,2679,74.8024137001501,0.3540911370424252,Customer 1281,33,Address 1281,3183.466494213557,2022-10-08,0,Merchant 2679,Location 2679,Retail,1
200,10.867087743046213,1549,2022-01-09 07:00:00,2900,11.135024291276173,0.6543579686540659,Customer 1549,60,Address 1549,4220.470748699525,2023-07-03,0,Merchant 2900,Location 2900,Online,0
201,78.69908198812801,1237,2022-01-09 08:00:00,2382,78.7926566816262,0.0924698674989543,Customer 1237,32,Address 1237,5160.483332414382,2022-08-25,0,Merchant 2382,Location 2382,Other,0
202,13.562991257277996,1800,2022-01-09 09:00:00,2802,73.35801855325286,0.8635439599431781,Customer 1800,58,Address 1800,6631.372808065945,2024-03-10,0,Merchant 2802,Location 2802,Online,0
203,61.40287558718099,1167,2022-01-09 10:00:00,2789,19.79428898571563,0.6459808078950701,Customer 1167,33,Address 1167,4121.316624748486,2022-06-16,0,Merchant 2789,Location 2789,Retail,0
204,68.40522340995258,1559,2022-01-09 11:00:00,2856,52.57391797925766,0.1032059291351714,Customer 1559,22,Address 1559,4091.6780540746336,2023-07-13,0,Merchant 2856,Location 2856,Online,0
205,59.45638923887482,1764,2022-01-09 12:00:00,2618,87.946838800399,0.7811165111485706,Customer 1764,49,Address 1764,7695.154348220063,2024-02-03,0,Merchant 2618,Location 2618,Travel,0
206,94.570751399094,1124,2022-01-09 13:00:00,2493,45.34907934754776,0.3867848646906189,Customer 1124,45,Address 1124,6746.988789784419,2022-05-04,0,Merchant 2493,Location 2493,Travel,0
207,81.56433192297125,1095,2022-01-09 14:00:00,2713,49.02599806311397,0.2741100007272282,Customer 1095,27,Address 1095,8403.77366742826,2022-04-05,1,Merchant 2713,Location 2713,Other,0
208,58.42056072628485,1690,2022-01-09 15:00:00,2478,76.7891524120786,0.3144079950434221,Customer 1690,24,Address 1690,5729.012454195284,2023-11-21,0,Merchant 2478,Location 2478,Travel,0
209,48.04486290773334,1359,2022-01-09 16:00:00,2405,57.25912840477829,0.2883373503010789,Customer 1359,53,Address 1359,8430.98651867882,2022-12-25,0,Merchant 2405,Location 2405,Food,0
210,27.51230202452078,1026,2022-01-09 17:00:00,2332,21.239305903956133,0.3227980839253159,Customer 1026,58,Address 1026,8091.736701622896,2022-01-26,0,Merchant 2332,Location 2332,Other,0
211,67.03130270994141,1596,2022-01-09 18:00:00,2989,79.3765145476943,0.970049124736776,Customer 1596,62,Address 1596,7604.03581291833,2023-08-19,0,Merchant 2989,Location 2989,Online,0
212,78.56207411278741,1506,2022-01-09 19:00:00,2828,52.476378176453494,0.8581859979634036,Customer 1506,22,Address 1506,5745.0882908674,2023-05-21,0,Merchant 2828,Location 2828,Other,1
213,81.95667521729543,1219,2022-01-09 20:00:00,2065,75.32893871990358,0.4463273030715393,Customer 1219,23,Address 1219,7649.649301190314,2022-08-07,0,Merchant 2065,Location 2065,Food,0
214,66.22278769805163,1609,2022-01-09 21:00:00,2536,76.76865855547618,0.1168631146102391,Customer 1609,29,Address 1609,7085.442721000245,2023-09-01,0,Merchant 2536,Location 2536,Travel,0
215,43.288425940630695,1788,2022-01-09 22:00:00,2225,87.13835924679432,0.2473200050082087,Customer 1788,27,Address 1788,4384.800511892174,2024-02-27,0,Merchant 2225,Location 2225,Online,0
216,91.44727683785102,1320,2022-01-09 23:00:00,2533,33.346974587766816,0.0498583601810919,Customer 1320,48,Address 1320,4674.919670572002,2022-11-16,0,Merchant 2533,Location 2533,Retail,0
217,98.68616371418082,1194,2022-01-10 00:00:00,2023,79.684500917319,0.4855999522759509,Customer 1194,40,Address 1194,7405.683379172114,2022-07-13,0,Merchant 2023,Location 2023,Travel,0
218,84.03821814533373,1387,2022-01-10 01:00:00,2884,21.680778491559156,0.0865758331665561,Customer 1387,31,Address 1387,2137.201056640595,2023-01-22,1,Merchant 2884,Location 2884,Online,0
219,26.705903742573543,1381,2022-01-10 02:00:00,2388,78.78591569653737,0.8576199416102118,Customer 1381,58,Address 1381,4206.199489908408,2023-01-16,0,Merchant 2388,Location 2388,Online,0
220,95.66715462171436,1023,2022-01-10 03:00:00,2338,66.7376965174679,0.3073939306775677,Customer 1023,34,Address 1023,9545.47486907634,2022-01-23,0,Merchant 2338,Location 2338,Online,0
221,53.84797949558436,1292,2022-01-10 04:00:00,2094,47.443041935154895,0.210648526054667,Customer 1292,33,Address 1292,5713.487344025388,2022-10-19,0,Merchant 2094,Location 2094,Food,0
222,67.7566473614084,1556,2022-01-10 05:00:00,2206,17.36876575850654,0.0590292986848037,Customer 1556,53,Address 1556,2262.489051602548,2023-07-10,0,Merchant 2206,Location 2206,Online,0
223,68.86554660517089,1616,2022-01-10 06:00:00,2334,56.889921501141245,0.0177160412981203,Customer 1616,31,Address 1616,5058.355132932252,2023-09-08,0,Merchant 2334,Location 2334,Travel,0
224,32.334368575520536,1646,2022-01-10 07:00:00,2893,22.120892689336657,0.681498050466276,Customer 1646,46,Address 1646,1384.6666740901055,2023-10-08,0,Merchant 2893,Location 2893,Retail,0
225,87.0159324540077,1678,2022-01-10 08:00:00,2979,41.46857357472534,0.9854105185705414,Customer 1678,33,Address 1678,3302.010949050849,2023-11-09,1,Merchant 2979,Location 2979,Food,0
226,34.528113601375296,1950,2022-01-10 09:00:00,2539,13.871281828809789,0.7622048594652203,Customer 1950,48,Address 1950,2394.859954484713,2024-08-07,0,Merchant 2539,Location 2539,Food,0
227,72.13258352324524,1995,2022-01-10 10:00:00,2776,29.679254627044735,0.9392161655993088,Customer 1995,38,Address 1995,2240.5177992933877,2024-09-21,0,Merchant 2776,Location 2776,Travel,1
228,55.797695917609126,1492,2022-01-10 11:00:00,2962,10.9730234023345,0.1883338580116202,Customer 1492,46,Address 1492,2989.8192667071926,2023-05-07,0,Merchant 2962,Location 2962,Online,0
229,26.44706544020341,1395,2022-01-10 12:00:00,2687,94.0622960105692,0.2589414407353841,Customer 1395,32,Address 1395,4381.287524149841,2023-01-30,1,Merchant 2687,Location 2687,Other,0
230,99.7192337077914,1903,2022-01-10 13:00:00,2473,51.6073040765863,0.9585613328123336,Customer 1903,18,Address 1903,4718.536567167799,2024-06-21,0,Merchant 2473,Location 2473,Food,0
231,39.30443808666833,1442,2022-01-10 14:00:00,2577,70.86813431740313,0.4745197026132388,Customer 1442,54,Address 1442,9760.428570811451,2023-03-18,0,Merchant 2577,Location 2577,Online,0
232,48.95945026618623,1169,2022-01-10 15:00:00,2559,14.748967417508124,0.3279132217069292,Customer 1169,30,Address 1169,4020.714312343048,2022-06-18,0,Merchant 2559,Location 2559,Other,0
233,98.73461898413122,1767,2022-01-10 16:00:00,2787,62.37409427812566,0.0452476378006632,Customer 1767,38,Address 1767,1238.1227186710694,2024-02-06,0,Merchant 2787,Location 2787,Online,0
234,69.33327246195044,1221,2022-01-10 17:00:00,2851,35.94577240035858,0.8934789871384754,Customer 1221,37,Address 1221,6722.285664371272,2022-08-09,0,Merchant 2851,Location 2851,Other,0
235,65.34894374447977,1806,2022-01-10 18:00:00,2949,56.427394954529795,0.9122973990642969,Customer 1806,61,Address 1806,7475.015618562456,2024-03-16,0,Merchant 2949,Location 2949,Retail,0
236,69.82507207727988,1999,2022-01-10 19:00:00,2789,33.87630498125569,0.4038264321080043,Customer 1999,57,Address 1999,7376.854106511174,2024-09-25,0,Merchant 2789,Location 2789,Retail,0
237,46.17260059157836,1506,2022-01-10 20:00:00,2442,23.30991586673956,0.8944399270078037,Customer 1506,22,Address 1506,5745.0882908674,2023-05-21,0,Merchant 2442,Location 2442,Online,0
238,55.20400597044325,1024,2022-01-10 21:00:00,2231,25.29149584461545,0.0897404131770416,Customer 1024,40,Address 1024,1795.3282266181373,2022-01-24,0,Merchant 2231,Location 2231,Retail,0
239,53.97929249001216,1359,2022-01-10 22:00:00,2442,52.565828289984246,0.3351857633051895,Customer 1359,53,Address 1359,8430.98651867882,2022-12-25,0,Merchant 2442,Location 2442,Retail,0
240,45.00641711892598,1892,2022-01-10 23:00:00,2282,77.85459460480482,0.5722681836455746,Customer 1892,59,Address 1892,5096.2766153807315,2024-06-10,0,Merchant 2282,Location 2282,Online,1
241,27.18554242606038,1830,2022-01-11 00:00:00,2373,59.1248358630428,0.2720936802463285,Customer 1830,22,Address 1830,9443.19584473682,2024-04-09,0,Merchant 2373,Location 2373,Other,0
